,cm_angle.dist_ctr2best.mean,cm_angle.dist_ctr2best.sd,cm_angle.dist_ctr2worst.mean,cm_angle.dist_ctr2worst.sd,cm_angle.angle.mean,cm_angle.angle.sd,cm_angle.y_ratio_best2worst.mean,cm_angle.y_ratio_best2worst.sd,cm_grad.mean,cm_grad.sd,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,basic.dim,basic.observations,basic.lower_min,basic.lower_max,basic.upper_min,basic.upper_max,basic.objective_min,basic.objective_max,basic.blocks_min,basic.blocks_max,basic.cells_total,basic.cells_filled,basic.minimize_fun,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,limo.avg_length.reg,limo.avg_length.norm,limo.length.mean,limo.length.sd,limo.cor.reg,limo.cor.norm,limo.ratio.mean,limo.ratio.sd,limo.sd_ratio.reg,limo.sd_ratio.norm,limo.sd_mean.reg,limo.sd_mean.norm,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0
DTLZ4_16_250_normal.csv,0.4753085528554118,,0.5608999775822218,,101.54543093867333,,1.0,,0.2015607502596211,,15.622062275634828,243.021963764096,3,0.03949613729974377,-3.2176910340559826e-12,7.274460316926178e-13,1.9873965984685876e-11,27.320193002418655,1.9222445199411007,0.16469494571773902,645.9136249130914,1.0,16,250,0.1432837269358686,0.2743973600937994,0.7357657838411187,0.8939610750597149,2.607017448510447e-79,1.769784869528577e-10,1,1,1,1,1,0.9770599851407463,0.9013097123253969,0.9451125191290207,0.9766843756082493,0.9880978154954031,0.9237301243871499,0.9501463192406552,0.9799296898067205,-0.01285804848133043,-0.05531663825599542,-0.030764840144489325,-0.013068580410299457,-0.006655903074451186,-0.0426514056628442,-0.02787902228457939,-0.011223657242840135,3.693596993775417e-11,1.0,3.693596993775417e-11,,,,27.320193002418655,,,,,,0.8335239426483242,0.9388190690101468,0.7568936991330005,0.09152145896587843,-0.04230826088652704,0.875,0.875,0.8235294117647058,0.8823529411764706,0.09175534597670654,0.09090382389843454,0.09175534597670654,0.09054597519738007,0.39666332235952007,-5.0,0.0,-inf,0.5524193548387096
WFG1_30_900_uniform.csv,1.6803024828478916,,1.800160945657573,,99.37212717324927,,1.0,,0.1417067713149514,,2.5805890218566865,12.131368357988267,3,0.6281843560822655,1.2247004604486813,0.00014115940219261322,0.10689717544821534,757.2798820892796,3.0467881084189163,0.7840609325395057,1630.643142898292,1.0,30,900,6.777367413222719e-06,0.0010098423500650665,0.9989617431216814,0.9999994210740316,1.0251220545064041,1.5701268123278371,1,1,1,1,1,0.9762271959543625,0.969679830544663,0.9706069560991032,0.9757826237594305,0.9682080376025468,0.9644137136018784,0.9690943581516477,0.9759898970182006,-0.05287311378574566,-0.06743511478652442,-0.0653730940488999,-0.05386188718426821,-0.07075850569881093,-0.07920342938952141,-0.06878584616806283,-0.05343863292952289,0.14684184563456168,1.0,0.14684184563456168,,,,757.2798820892796,,,,,,0.8242144472675272,0.9602879902699707,0.6882127829222516,0.057622029620882295,-0.3304520737916898,0.9,0.9,0.8709677419354839,0.8709677419354839,0.0455428885140203,0.04554263918449878,0.04550078793917764,0.061015210624862544,0.8247872872767693,-0.8158158158158155,0.009182542835656282,-1.6966966966966965,0.6169265033407573
DTLZ5_6_1200_normal.csv,0.3630335661534037,,0.44584830086637806,,106.4966740960491,,1.0,,0.32796612541782133,,-0.33870125235380155,-0.17818015016386957,1,0.9516514360620184,0.16630730097900814,0.00037191204819327317,1.1536788936727258,3102.020758072318,0.9518808447132231,0.9990694367296703,1.3307616310983197,0.9999997219103036,6,1200,0.11151516355970714,0.22375824344048845,0.7822443962738566,0.83484000248336,0.35720379389514473,1.0291302377884868,1,1,1,1,1,0.8850240712080123,0.8758679193246897,0.8411000606319977,0.8609284155270092,0.8697259592524688,0.8773508409294737,0.8359862672834537,0.8599077379876103,-0.03838455762563847,-0.04144132649271448,-0.053048528883087254,-0.04642885953937487,-0.04279798715499483,-0.040293039997462254,-0.05388224381286433,-0.04602349628303859,1.1542288430968966,0.9999999999999998,1.1542288430968966,,,,3102.020758072318,,,,,,0.8914628238386693,0.8925791280789359,0.8482500755923392,0.15863276993939415,-0.31908230187364617,1.0,1.0,0.8571428571428571,0.8571428571428571,0.18495643161297382,0.1793367539691022,0.3235459908087982,0.2836679751679057,0.8063662701731091,0.08508508508508504,0.21102034285685967,-0.4554554554554553,0.4682804674457429
DTLZ1_16_1500_uniform.csv,1.3225641752532693,,1.3010424990677636,,90.58829299238585,,1.0,,0.1635560139080919,,0.22799606990947927,-0.8604632166116857,4,0.9036510474916417,803.9162557290288,0.528333427461283,812.4166875781888,1537.696926507123,0.90231900468214,0.9040625657030723,29.16491256661798,0.8662974377985897,16,1500,4.429165794987385e-05,0.000553093236906697,0.9993666323173012,0.9998546554662971,0.4042196275507591,1083.376576530394,1,1,1,1,1,0.9325212783532963,0.9419843633942858,0.9501224224399012,0.9639140100301297,0.9390280035242003,0.9473351376374731,0.9513203949592132,0.9631937813513161,-0.10897072982924505,-0.09368888603925951,-0.08054681381333273,-0.0582749134492484,-0.09859071930162244,-0.08515821954925351,-0.0787141237567146,-0.059515052500975996,812.8909556418121,1.0,812.8909556418121,,,,1537.696926507123,,,,,,0.8149548556664727,0.9322051863665587,0.6364983718972268,0.09523551260025873,-0.37972405149179667,0.9375,0.9375,0.058823529411764705,0.8823529411764706,0.07323329328209438,0.07323276400683687,0.999979361610955,0.11594604263678611,0.8458074081132352,2.8078078078078077,101.62650893929951,2.2472472472472473,0.5781041388518025
WFG1_20_200_uniform.csv,1.491075929255958,,1.4036565290517466,,90.9969709240814,,1.0,,0.20401644499924426,,2.3072986076324264,7.731574909445838,5,0.6594631458510299,1.2133154936833925,3.823342986786418e-05,0.11244559935277039,2941.0283027545674,1.0,0.8110468040059735,186.64278200043006,1.0,20,200,0.0002523678121558132,0.0048857291394948325,0.9950493740068708,0.9996998539387656,1.0266915393957428,1.4451186220118517,1,1,1,1,1,0.808148059755595,0.9580914250303216,0.9267840461557957,0.9755576574163873,0.8153167288617293,0.97076679769675,0.921338596206651,0.9763983201059858,-0.3479435904585775,-0.07600559070383239,-0.13278480179532548,-0.04432874865339698,-0.33556625237657967,-0.053116213945136215,-0.14292638588717899,-0.04288383686845365,0.15921786410268604,1.0,0.15921786410268604,,,,2941.0283027545674,,,,,,0.877788737746764,0.9480366457351528,0.6378202812428596,0.07796120973243999,-0.36578890737361336,0.85,0.85,0.8095238095238095,0.8095238095238095,0.08278965251343763,0.08276710446053429,0.08309402909847041,0.10418337132960702,0.8057798010597484,-0.7757757757757755,0.009182542835656282,-1.6566566566566565,0.5707070707070707
WFG9_6_1200_normal.csv,0.45821075656216215,,0.3830868885870637,,123.28872949418484,,1.0,,0.24202584869943464,,-0.8060292192413909,1.9590455761637138,2,0.7513943634763074,4.688255705654199,0.08683398095011115,0.5035499446534646,5.798996419878179,0.8246011469486075,0.8892144133870048,4.746013619650951,0.9840917295031018,6,1200,0.1204278540807342,0.20705778346732132,0.806104892681424,0.8583081687000803,3.668076837555186,4.583921356483588,1,1,1,1,1,1.1117761265211166,1.111469954368831,1.076117085074969,1.0341942595531608,1.1010515714589901,1.098307407526008,1.079512957454106,1.032638195362364,0.03793171281266566,0.03782781196627566,0.025830662602675802,0.011603970128336916,0.033766931345265594,0.032849954065374776,0.02656968651399394,0.010906230216138457,0.8543921111551754,1.0,0.8543921111551754,,,,5.798996419878179,,,,,,0.6607462732611568,0.8397191966945037,0.7893689510088947,0.1839406074289854,-0.3559622430949103,1.0,1.0,0.8571428571428571,0.8571428571428571,0.1804990414815951,0.17859834208839906,0.26925471672251977,0.2725499551242474,0.8137424197777403,0.04504504504504502,0.2314005380130654,-0.4954954954954953,0.49248747913188645
WFG3_16_150_uniform.csv,1.3018808294813649,,1.285022647652236,,117.25883111795542,,1.0,,0.23716074362034595,,0.023233138239823245,-0.6171293439840482,2,0.9962366137928692,4.6981994471577755,0.0008214347457560393,0.5007117898689478,609.5575971869785,1.0000098150723202,0.9970987957686465,15.037527974962765,1.0,16,150,7.332339219639163e-05,0.006516716859061556,0.9937508836409851,0.9998963938800028,3.7487849887556814,4.575048316571144,1,1,1,1,1,0.9521365194915058,0.9464425052402032,0.9190945103750804,0.9487313218853896,0.9719221279920846,0.958768917940008,0.9206023833286663,0.9437204943255454,-0.07758705183618342,-0.08681709056672204,-0.13114839018542424,-0.0831069020512405,-0.04558108541693229,-0.06693375739725682,-0.12889258653136748,-0.09136308316552122,0.5981743954767046,0.9999999999999999,0.5981743954767046,,,,609.5575971869785,,,,,,0.7403466255371906,0.9230134819228341,0.44875449927159355,0.11397214672826136,-0.5125898334748925,0.875,0.875,0.8235294117647058,0.8235294117647058,0.09533590005601086,0.09529992677875868,0.10056646472052373,0.12868612422741896,0.8567089418147917,-0.39539539539539525,0.05941404535533104,-0.9759759759759756,0.581081081081081
WFG8_16_600_uniform.csv,1.256416516044431,,1.2759438633438438,,131.15176716153852,,1.0,,0.22312167457286794,,0.30892407604148026,-0.4301083110405224,1,0.9703647516921141,4.6022513822996585,0.001036052745181836,0.41198836954915397,397.6519259903573,0.9759471488712931,0.9764163073367055,313.9347052765125,1.000132524030125,16,600,5.835901771802118e-05,0.0016345486677514776,0.9983697180692834,0.9998758710703108,3.876840245021003,4.638340611433633,1,1,1,1,1,0.8736226816224668,0.8790784453014594,0.9021262755526314,0.9459795786290093,0.8878753838500391,0.8797806452013718,0.8943568618870188,0.9444362303364685,-0.20424556135452487,-0.1954281918333216,-0.15817928444954776,-0.08730547086436236,-0.18144770831584633,-0.19454716700431107,-0.17095893808240747,-0.08991708526656872,0.4977032255698633,1.0,0.4977032255698633,,,,397.6519259903573,,,,,,0.844812285904478,0.9357079135445898,0.6612982040241907,0.09304621108351935,-0.45877641257313084,0.875,0.875,0.8235294117647058,0.8235294117647058,0.07833176316292631,0.07833036094718805,0.07958390186517969,0.11724108314404562,0.8613980729565963,-0.4554554554554553,0.06365079081295572,-0.9359359359359356,0.5719063545150501
WFG4_20_150_normal.csv,0.5287124989447393,,0.5392370690875022,,83.91869885689563,,1.0,,0.13855067333435447,,-0.3190277486444415,-0.22894483611303373,1,0.48057584801452835,3.0938593978569076,0.0015667986895303776,0.7532031657325746,480.7274672653288,1.0,0.39227015516549135,15.566952375051716,1.0,20,150,0.03068335167308084,0.2929533638068852,0.7091449354533218,0.8624661598412404,3.3544814823120364,4.211618868557358,1,1,1,1,1,0.9369926330315201,0.9723060112461789,0.9941092754686034,1.0065414784660414,0.9449266740953359,0.9610728884835555,0.9848702895704277,1.0029489094361939,-0.0406718911005699,-0.01787674916330495,-0.0038025221203780157,0.004222590351072086,-0.03551005044932165,-0.025099332046664147,-0.00975529935431485,0.0019013909388910788,1.2686760659091205,1.0,1.2686760659091205,,,,480.7274672653288,,,,,,0.8014884647364482,0.9162224875784247,0.7104760988406323,0.10387961692469526,-0.49087359515858775,0.85,0.85,0.8095238095238095,0.8095238095238095,0.09042964708202207,0.08925616332302494,0.15403041740749676,0.09265343051976749,0.8481464901133984,0.06506506506506508,0.26572011053245065,-0.4754754754754753,0.6486486486486487
WFG7_20_350_normal.csv,0.5259366873369601,,0.49276086966551835,,102.76102471212997,,1.0,,0.183939919738618,,0.1527879150972062,0.010849055869247781,2,0.9736645560745388,1.7364588525986329,0.025143004769083623,0.24340348852992336,9.680763725949632,1.0158614839711286,0.9965432192239266,383.0669711932907,1.0,20,350,0.126818420307996,0.2757510966011759,0.7317634456086132,0.8928494109784394,1.7443774045253662,2.008543941908384,1,1,1,1,1,0.9751796023475046,0.9399861479228662,0.9443653637761281,0.9575452645108793,0.9706499871053795,0.9506365436085348,0.940640710678676,0.9573353881773846,-0.015446679702439958,-0.03734890809261049,-0.034623555115585014,-0.026421200422883873,-0.018195351799656034,-0.03060255742696172,-0.03679940978755136,-0.026449651804089647,0.38973397923496583,1.0,0.38973397923496583,,,,9.680763725949632,,,,,,0.8723462466687807,0.9443866859020268,0.7914222478447247,0.07771846209077728,-0.3809163633737233,0.85,0.9,0.8095238095238095,0.8095238095238095,0.07290384274812009,0.07236191727868178,0.07326888510373948,0.10227920624765294,0.8264087180749087,-0.6156156156156154,0.044019351852088745,-1.1961961961961962,0.5545977011494253
