,cm_angle.dist_ctr2best.mean,cm_angle.dist_ctr2best.sd,cm_angle.dist_ctr2worst.mean,cm_angle.dist_ctr2worst.sd,cm_angle.angle.mean,cm_angle.angle.sd,cm_angle.y_ratio_best2worst.mean,cm_angle.y_ratio_best2worst.sd,cm_grad.mean,cm_grad.sd,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,basic.dim,basic.observations,basic.lower_min,basic.lower_max,basic.upper_min,basic.upper_max,basic.objective_min,basic.objective_max,basic.blocks_min,basic.blocks_max,basic.cells_total,basic.cells_filled,basic.minimize_fun,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,limo.avg_length.reg,limo.avg_length.norm,limo.length.mean,limo.length.sd,limo.cor.reg,limo.cor.norm,limo.ratio.mean,limo.ratio.sd,limo.sd_ratio.reg,limo.sd_ratio.norm,limo.sd_mean.reg,limo.sd_mean.norm,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0
speed-reducer-f2_7_250_lhs.csv,1.2424503816160473,,3.407323254624186,,158.9431324518373,,1.0,,0.3394859812001066,,0.41189666507138295,-1.0125486319991956,1,0.9771379375255095,4453.413113631193,1.4152052493738354,969.2960766825182,684.9155464279037,0.9760937687466019,0.999634869027788,35316.21786914041,0.9999906937654356,7,250,0.7002208228160072,17.01546342098051,0.7996243020543218,27.989750775882435,697.3277869621784,1684.6139285290085,1,1,1,1,1,1.125180027666022,1.1086852561229834,1.0762413984355614,1.0261031287413627,0.9069248659414273,1.1900368414644558,1.0569444654267426,1.0080107242864713,0.4827247614131025,0.4191168935596101,0.2940054540313657,0.10066004001395568,-0.3113810844093017,0.6357646257665586,0.19050662215032244,0.026799725194654123,976.637988868701,0.9999999999999999,976.637988868701,,,,684.9155464279037,,,,,,0.25822186121165713,0.7931457287406335,0.24564610775213852,0.21254211235565001,-0.42568075302843533,0.14285714285714285,0.8571428571428571,0.125,0.75,0.966132883926471,0.17770579441902748,0.9998703505892347,0.25537046647085454,0.8199672025153067,3.0480480480480487,168.74356777273758,2.5275275275275275,0.5080645161290323
water-resource-management-f4_3_1000_lhs.csv,0.07657261681120162,,0.1338252626822417,,79.36869838217389,,1.0,,0.5079132224000922,,1.5587770049480218,2.170032051335264,9,0.7940036120439593,6513664.258756174,150671.9809670458,96394495.38852419,639.763908125739,0.8457566446104821,0.9282464287626884,4883.62710961106,0.9985827714704248,3,1000,0.010064033694695131,0.010427323349836546,0.09991101806584854,0.4497902600936667,195420.90130956614,15106482.491960956,1,1,1,1,1,0.9570841771075393,0.9019544129500006,0.9577852800968051,0.972744318019017,1.0496100502759507,0.9388360867338735,0.9839869655888067,0.9855534560796331,-0.006894516874993761,-0.01575122900774306,-0.0067818832106524285,-0.004378682422756547,0.006922686239917125,-0.008534935530032262,-0.0022344910428648557,-0.002015899807712218,100920690.72894254,0.9999999999999999,100920690.72894254,,,,639.763908125739,,,,,,0.39584348648947976,0.7482464066935502,0.36646253126008066,0.2851373212608862,-0.23183239023518354,0.3333333333333333,1.0,0.25,0.75,0.9228141683884025,0.34135788571166975,0.9999999999999981,0.4732806330705525,0.687479247057364,8.513513513513514,10280447.320933077,7.512512512512512,0.4288577154308617
four-bar-f1_4_100_lhs.csv,1.4427383145137525,,1.4464529624055873,,155.45317085616327,,1.0,,0.4294942433829418,,-0.05631148841779338,-0.8380398848513386,1,0.9999063513859046,350.7986210073797,68.01108615351339,399.4320993683709,5.873043969137326,0.9999004583020199,0.9999989701779857,581.9668717027631,0.9999999833170823,4,100,1.0068766555921576,1.4226785647454454,2.9815759077895767,2.9949221855981314,1305.5409637676648,2518.160674295773,1,1,1,1,1,0.7765338555645913,0.8623570606257401,0.8122685975507978,0.7511318310020867,0.783688951547956,0.9507570128741645,0.8754848281558358,0.74165241866734,-0.31446578811870984,-0.19369374953266516,-0.2641791828241917,-0.35021199788144974,-0.3016178508389735,-0.06866299272308574,-0.1736203434694572,-0.3602323728197321,462.27329103380964,0.9999999999999999,462.27329103380964,,,,5.873043969137326,,,,,,0.6560033614841193,0.8105698742661587,0.6679494704530051,0.21890462703837765,-0.3715406532087752,1.0,1.0,0.2,0.8,0.33956693763865997,0.29348723613692806,0.9999894853673266,0.4112994804335226,0.799366004483959,2.6476476476476476,122.20446866314887,2.3273273273273274,0.45918367346938777
four-bar-f2_4_100_normal.csv,1.4029023034587151,,1.4314440035705212,,162.97839624285822,,1.0,,0.381781052634091,,0.44876533235543326,0.4360988139515749,1,0.9414190793491404,0.04589045763186038,0.005892603309627377,0.006366969392764661,1.0805019544353616,0.9393779640423917,0.9962439553753544,1.075766194693436,0.9996639649463454,4,100,1.007093674783733,1.4214550537360289,2.9836609621775465,2.997096159108239,0.008226797490883826,0.04232716915604372,1,1,1,1,1,0.36641580404115226,0.6461143113505989,0.6432625690026685,0.8066267390495634,0.36715559606633896,0.7067475140966792,0.6871772369062206,0.8545815987286652,-0.8918810486321126,-0.49815626889314857,-0.5021705971733098,-0.27220683194738093,-0.8890446837898974,-0.41197261440562405,-0.4394657087402243,-0.20428948375287925,0.01232154483360329,1.0,0.01232154483360329,,,,1.0805019544353616,,,,,,0.8516199061569857,0.8286896608386979,0.6404622441472968,0.2230746011447268,-0.38626469206433983,1.0,1.0,0.8,0.8,0.37200732077546034,0.33768478450791867,0.37200864089636154,0.4020207861864517,0.8400708095577344,-1.7767767767767766,0.0027073710587323056,-2.2172172172172173,0.4387755102040816
electric-power-dispatch-f2_6_500_lhs.csv,0.25433506509087217,,1.1357375541129393,,131.47886970335114,,1.0,,0.07810485537335309,,0.4121111044959235,0.2511121661560951,1,0.1631737061902745,0.21346619699348396,0.0031531851586926586,0.01288167872956084,4.085290930045386,0.16791173904680923,0.9969396403720616,1.6389586874329156,0.9996289163628324,6,500,0.0005035915307824126,0.0014265135001263354,0.9981406172461786,0.9997862737036199,0.1981395049402611,0.2806078618112419,1,1,1,1,1,0.4349927561915418,0.5492210847771444,0.639190877063279,0.7382319818931844,0.442965788949754,0.55174479545489,0.643729422307762,0.7387934069366682,-0.5477882573284354,-0.43704111604990725,-0.3498132154013789,-0.2537904567320244,-0.5418494118034889,-0.43603573012629826,-0.3465586119054638,-0.2540860794594766,0.017960427719122877,0.9999999999999998,0.017960427719122877,,,,4.085290930045386,,,,,,0.9726013920933565,0.8989346527577148,0.6796730376904013,0.1581786457487298,-0.5384542909618599,1.0,1.0,0.8571428571428571,0.8571428571428571,0.19204253222081336,0.19205653350022342,0.19200368203145976,0.20876636397316323,0.845068311492194,-1.1561561561561562,0.014560059950206485,-1.6166166166166165,0.5642570281124498
water-resource-management-f1_3_500_normal.csv,0.06364357664380026,,0.13680040821157635,,101.42910109858661,,1.0,,0.4987226096265457,,-0.023639168557496783,-0.5467230529127507,1,1.0,61704.66999999999,5.523553303220822e-12,106780.37000000008,1.9331825753855896e+16,1.0,1.0,181.80420157696696,1.0,3,500,0.010023013162243513,0.01065654825317047,0.09993087097730208,0.4495478601480888,64152.27470619166,82514.06515176558,1,1,1,1,1,0.685259335255576,0.854202725661814,0.9793160470189881,0.9446778554867648,0.7435566788642427,0.7973910196943919,0.9625274318427178,0.9389994945840978,-0.050591656504334045,-0.023435566003443598,-0.003324754509293787,-0.008892524054905454,-0.03587467514695754,-0.028343617287939257,-0.005242157228392247,-0.008533555508108637,151010.24744921728,1.0,151010.24744921728,,,,1.9331825753855896e+16,,,,,,0.3907143404255731,0.7203901511537998,0.3585257509274522,0.3076149291189341,-0.31703246356499526,0.3333333333333333,1.0,0.25,0.75,0.9228613296127808,0.3509531759801206,0.9999999988830177,0.49465547399842086,0.7856094046711309,5.19019019019019,46737.951079924635,4.84984984984985,0.45582329317269077
kursawe-f1_3_250_lhs.csv,0.7467254730321278,,0.6705135452667599,,173.79768363092913,,1.0,,0.4325850096739155,,-0.42663805518063386,-0.12388383621591181,1,0.9548794569812354,-19.52294666423114,1.1452185947083484,2.3713256592719847,2.0706314674150814,0.9860270370637139,0.9658635391648001,2.3039254153431132,0.9998113091403414,3,250,0.0008516021779980662,0.0022793836679337533,0.9971328239042097,0.9999254002285034,-19.581934087471023,-15.48045929559623,1,1,1,1,1,0.4139208278403206,0.49522699075365967,0.5497946488739021,0.752217358226272,0.39362815285299857,0.48020268046041326,0.5284678497489024,0.7194315296188554,-0.38872784780368946,-0.33480003186371726,-0.298607023634805,-0.16434641876946127,-0.40122888885340957,-0.3439435751001957,-0.3120070986046973,-0.1856487502643519,2.8841015362504363,1.0,2.8841015362504363,,,,2.0706314674150814,,,,,,0.6976407163389813,0.7748793098423714,0.49673596858998637,0.2826817052285378,-0.24517485241110729,1.0,1.0,0.5,0.75,0.3788720118261854,0.37885537110708684,0.7999214697324426,0.47130398132950335,0.7789905957968271,0.5055055055055053,1.0115911122238297,0.10510510510510507,0.3911290322580645
water-resource-management-f10_3_500_normal.csv,0.20665956046197312,,0.2197627741500179,,173.76644667255687,,1.0,,0.41508384193606074,,5.128433833509338,36.86397098045773,5,0.38310298787647323,-8775.870669028514,3389.92072545715,11227.135538041715,3.311916840334864,0.4880745191800564,0.5607295538222852,8.229182414002164,0.8107329888184909,3,500,0.010023013162243513,0.01065654825317047,0.09993087097730208,0.4495478601480888,-10536.163495751263,-795.9304393169841,1,1,1,1,1,0.3309010631634576,0.7385084444146514,0.6936501112032301,0.7708892858297773,0.3030528663392808,0.7344067369763816,0.6786182354193473,0.7532526574226686,-0.10755147768191006,-0.0420323537465373,-0.049242916725528385,-0.03682743239477737,-0.09749816023262858,-0.03715468973804445,-0.044959121381770634,-0.034518273742253955,13617.473791490876,0.9999999999999999,13617.473791490876,,,,3.311916840334864,,,,,,0.4931940610819726,0.7369929272437642,0.4013270633230333,0.3037115780858483,-0.18236020754371154,0.3333333333333333,1.0,0.25,0.75,0.9228613296127808,0.3509531759801206,0.9999999834604358,0.415111004479565,0.7650835066428746,5.21021021021021,2560.993100258462,3.788788788788789,0.4036144578313253
unconstrained-f-f1_2_1000_lhs.csv,1.8323746151281595,,51.17370641057892,,65.09968324670768,,1.0,,0.02382539150667851,,3.4162426820390857,12.251105841334763,14,-0.0018673110129598935,1951961545068025.2,1679804627906.8684,5168923234886.828,3.0770978654390295,0.05169766879577442,0.38080937627254297,4.0169256506626265,0.5815873160380997,2,1000,-49.98839005488009,-49.96446735458622,49.90694901422991,49.9687309403165,112.32544063039437,2.934866926831872e+16,1,1,1,1,1,0.24999069788730602,0.4362717522470142,0.5676559454427943,0.7360124207541742,0.21830761954010347,0.3589643981991598,0.4927304051672387,0.6891090004848045,-39.12239587467069,-29.405501521383698,-22.55216729819403,-13.770264651596776,-39.99389041666283,-32.797438292182,-25.953540157971688,-15.906181097508345,5435026310524.195,0.9999999999999999,5435026310524.195,,,,3.0770978654390295,,,,,,0.45284448476640926,0.6679863815096627,0.3606475592476465,0.3564205224854896,-0.126993534078006,1.0,1.0,0.3333333333333333,1.0,0.5004185571163368,0.5004174310525099,1.0,0.3447262268579289,0.49425636903488823,,453582882551.02,13.258258258258259,0.3727454909819639
water-resource-management-f4_3_500_lhs.csv,0.07235962863650018,,0.22786320421759837,,139.95044470585967,,1.0,,0.48481969548409337,,1.4832398514889353,1.9459061706323828,10,0.7970375071984305,6650346.047864842,129666.59552394005,94817363.41221005,731.2397077218252,0.8417901982646938,0.9290023649279494,474.0679297775361,0.998684094269232,3,500,0.010011022364052168,0.010235361952349344,0.09990890000920218,0.4497091882504874,199108.19683058484,14902790.281302685,1,1,1,1,1,1.0237411863343333,0.9908615021644858,1.0385426435178566,0.9690129925113281,1.0605444847913628,1.0363666860562624,1.0606977483098676,0.9784966074255381,0.0038162914051859675,-0.0014689733804729432,0.006195560622749036,-0.004981025323929855,0.008447350524130537,0.005073990563746328,0.008468734316028903,-0.0030002186848302193,98496109.7616329,1.0,98496109.7616329,,,,731.2397077218252,,,,,,0.34460552205076356,0.7270701621194855,0.279147338075633,0.28692690140929983,-0.2885339131126869,0.3333333333333333,1.0,0.25,0.75,0.9229876866704092,0.35516145905603813,0.999999999999998,0.4753837820720568,0.7110675315110385,8.453453453453454,11805165.285688031,7.512512512512512,0.4457831325301205
